record_id,seller_id,seller_name,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee,price,sale_date,buyer_notes
4e41551d-2210-4d31-9ff4-980f79cd7c6d,S-019,Eduardo Cunha,B-932F653B,studio,Jabaquara,São Paulo,Sp,-23.649721,-46.642603,,0,1,3,1975,False,1024.99,395411.94,2024-10-14,Needs parking for two cars.
05246ff3-25ae-4d3d-ad90-5920e83070f6,S-001,Carlos Mendes,B-1E6E72CD,commercial,Mandaqui,São Paulo,Sao Paulo,-23.488011,-46.632885,320.4,0,1,0,1991,True,1865.3,2632197.18,2025-03-04,Wants to schedule a second visit with spouse.
a23b6d0c-73c3-468d-a224-4c825b9a0759,S-001,Carlos Mendes,,studio,Vila Madalena,São Paulo,S.Paulo,-23.552845,-46.698597,54.8,0,1,3,1986,False,1719.16,1102116.11,,
c65b9205-7fb7-4f9b-9545-adee035c7d01,S-001,Carlos Mendes,B-55D2CB51,commercial,Cidade Dutra,São Paulo,sp,-23.701167,-46.655084,320.5,0,1,0,1990,True,452.38,1520587.18,2026-10-08,Prefers newly renovated units only.
9f05dd5c-0e25-46d5-a006-3e306a9afaa1,S-005,Marcelo Ferreira,B-A3D75F20,penthouse,Penha,São Paulo,Sao Paulo,-23.526731,-46.536403,122.3,4,4,3,2010,True,1930.37,834101.94,2025-05-11,Asked about pet policy in the building.
87cb6e2a-ea4d-476f-8cbc-2c349903b230,S-006,Juliana Martins,B-392C9B98,penthouse,Lapa,São Paulo,Sp,-23.517828,-46.706353,196.2,3,3,3,2005,False,1497.25,1735879.92,2026-02-08,Concerned about noise from nearby avenue.
50c9017e-7123-4c15-9baa-1a9ae1a45fef,S-004,Fernanda Costa,,house,Mandaqui,São Paulo,S.Paulo,-23.481118,-46.640054,305.3,5,1,0,2002,True,0.0,3089436.33,,
e1b42ef9-49b1-4075-89e9-f9c08149c8a3,S-016,Aline Gomes,,studio,Vila Prudente,São Paulo,sp,-23.595411,-46.573535,32.3,0,1,0,1998,False,1612.46,148678.17,,
1a64e416-cf5d-4795-b94e-a746c89a94f7,S-010,Camila Rodrigues,B-C1B813F3,penthouse,Morumbi,São Paulo,SP,-23.61891,-46.726086,302.7,3,4,1,1998,False,2345.82,4044105.02,2026-11-13,Needs parking for two cars.
6d143031-090d-4001-bbb1-4c8d1df46c47,S-009,Rafael Cardoso,,house,Vila Andrade,São Paulo,Sp,-23.641865,-46.720176,155.2,5,3,1,2007,True,0.0,546015.67,,
