record_id,seller_id,seller_name,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee,price,sale_date,buyer_notes
0c254b64-9bbe-4a68-a97f-fade5765de9e,S-020,Isabela Moreira,B-CBCE0BC1,house,Vila Guilherme,São Paulo,Sao Paulo,-23.512972,-46.595164,66.1,4,4,2,2009,False,0.0,947357.45,2025-06-10,Prefers ground floor due to mobility issues.
0362e9cb-320f-4336-af44-49c216c54532,S-006,Juliana Martins,,penthouse,Jardins,São Paulo,SP,-23.574335,-46.65947,51.3,4,4,3,1986,True,1063.69,5809269.69,,
36288782-b1d6-4c78-8f23-3154f702bee9,S-016,Aline Gomes,,house,Perdizes,São Paulo,Sp,-23.543069,-46.668322,90.7,4,3,1,2023,False,0.0,1232460.05,,
771019ac-e809-452a-a432-1110e959f8c7,S-005,Marcelo Ferreira,B-C670C741,commercial,Alto de Pinheiros,São Paulo,São Paulo,-23.538196,-46.716252,200.9,0,1,1,2012,True,986.25,977367.22,2023-04-28,Looking for a property near public transport.
363abf45-769e-403c-9648-0599add0141e,S-003,Roberto Souza,,house,Cambuci,São Paulo,Sao Paulo,-23.566854,-46.612193,265.1,5,4,0,1975,False,0.0,697638.64,,
b7179ef0-82be-4b2e-b5a1-ff445aa10309,S-004,Fernanda Costa,B-2D916E45,commercial,Jabaquara,São Paulo,S.Paulo,-23.651681,-46.641914,177.7,0,1,0,1977,False,1698.65,1824664.27,2026-03-25,"Very interested, likely to make an offer."
49355d33-fc1d-4d40-9288-9f21f38e4633,S-005,Marcelo Ferreira,B-416ADD72,commercial,Lapa,São Paulo,São Paulo,-23.52786,-46.701523,256.6,0,1,2,2001,True,1303.53,1660540.94,2026-11-12,Concerned about noise from nearby avenue.
a60f2e8e-08e4-464f-97ab-da1823c85aa1,S-018,Renata Freitas,,house,Sacomã,São Paulo,SP,-23.605118,-46.589464,173.6,4,2,2,1983,False,0.0,1847166.43,,
ac0f0f26-aa52-4c5b-82f4-eefca95240ac,S-019,Eduardo Cunha,B-9F2A8B66,commercial,Jabaquara,São Paulo,Sao Paulo,-23.647106,-46.639288,198.4,0,1,0,1987,False,986.74,0,2023-09-25,"Interested in the view, wants to negotiate price."
42e0b487-cc06-4e32-8369-4c764afa3d57,S-016,Aline Gomes,B-247CD599,penthouse,Bom Retiro,São Paulo,Sao Paulo,-23.529729,-46.633803,227.4,5,4,0,2009,False,696.69,3417965.14,2023-12-23,Requested details on condo fees.
77d897bd-e863-4823-8de9-7a5e2803f97d,S-002,Ana Paula Lima,,apartment,Vila Andrade,São Paulo,São Paulo,-23.649302,-46.724927,89.6,2,1,2,2016,False,2251.58,885290.78,,
66b0d3b4-9e41-4442-b6c3-f8d7e68da86a,S-008,Patrícia Nunes,,commercial,Sacomã,São Paulo,S.Paulo,-23.61221,-46.585079,52.0,0,1,3,1980,True,554.12,959348.27,,
b4f7aba1-74d7-48cf-8d53-1a9f5f9c40e2,S-010,Camila Rodrigues,B-2FAE902B,penthouse,Penha,São Paulo,SP,-23.524597,-46.539615,231.7,4,4,1,1979,False,507.62,5529847.56,2026-04-05,Wants to schedule a second visit with spouse.
