record_id,seller_id,seller_name,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee,price,sale_date,buyer_notes
b4d8ff9b-ef3a-454e-8a31-57f06af18488,S-006,Juliana Martins,,penthouse,Moema,São Paulo,Sao Paulo,-23.599501,-46.670371,,3,4,3,2014,True,1586.35,3087746.72,,
54e0d731-ab40-4e78-b7ae-028d8e704772,S-002,Ana Paula Lima,B-9D7971B3,house,Penha,São Paulo,Sp,-23.52199,-46.538314,191.8,2,2,3,2003,False,0.0,1367435.11,2023-09-19,Asked about pet policy in the building.
b7447f2e-605c-49e7-b092-1bad809145b3,S-011,Bruno Oliveira,B-3B19DCBD,penthouse,Cidade Ademar,São Paulo,SP,-23.670418,-46.6648,343.0,,4,3,2003,True,1900.49,1955104.64,2024-06-08,Asked about pet policy in the building.
effbbf7e-e935-462d-ab65-4a607ae6a4fe,S-005,Marcelo Ferreira,B-E0222113,commercial,Pinheiros,São Paulo,Sao Paulo,-23.566251,-46.686449,244.2,0,1,3,2002,False,471.09,4771295.63,2026-08-23,Prefers newly renovated units only.
85de312c-5cd0-4e91-aa7e-2fe2e8177f22,S-013,Gustavo Pereira,B-EFAFB347,studio,Higienópolis,São Paulo,São Paulo,-23.540358,-46.661287,41.4,0,1,0,2001,False,2296.89,709387.44,2026-09-19,Prefers ground floor due to mobility issues.
b0eb9e0b-f37c-4ca0-8ef3-2f9b50cc7093,S-007,Diego Alves,,house,Mooca,São Paulo,S.Paulo,-23.545651,-46.610183,202.5,99,3,1,1979,True,0.0,1452662.58,,
378c28aa-1773-4397-b6fd-3f71be9a5da5,S-016,Aline Gomes,B-5393123F,apartment,Vila Mariana,São Paulo,sp,-23.582722,-46.634198,168.6,1,1,3,1989,False,502.14,3282800.02,2023-11-21,Looking for a property near public transport.
1f0a0eb9-e631-499c-b453-3f46b9ce9872,S-017,Felipe Nascimento,,penthouse,Lapa,São Paulo,Sp,-23.523173,-46.706929,337.7,5,4,0,2017,True,2440.39,3420493.93,,
29f1f8cb-28d5-439b-879e-5d496cf5b2db,S-011,Bruno Oliveira,B-11D64B23,apartment,Penha,São Paulo,sp,-23.531776,-46.546558,190.7,4,3,0,1984,False,1973.83,1845244.79,2024-07-15,Prefers newly renovated units only.
8dd68d72-2599-4e98-8d8d-c4171e44be01,S-020,Isabela Moreira,B-7B3DC5F7,penthouse,Barra Funda,São Paulo,Sao Paulo,-23.522058,-46.671822,193.9,4,3,2,2005,True,1936.33,-500,2024-08-01,Wants to schedule a second visit with spouse.
d9c1a9e7-4b93-4303-afbe-1177104fc3ab,S-020,Isabela Moreira,B-B3CD1DAD,apartment,Pirituba,São Paulo,São Paulo,-23.48472,-46.724444,98.1,3,4,3,1984,True,1025.78,531640.11,2026-08-12,"Interested in the view, wants to negotiate price."
