record_id,seller_id,seller_name,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee,price,sale_date,buyer_notes
a67f848d-a532-4f85-b26a-6a799d1d0988,S-001,Carlos Mendes,B-7D4AAF02,studio,Bela Vista,São Paulo,Sp,-23.560646,-46.646037,27.8,0,1,0,2020,True,825.15,494760.96,2024-08-28,Needs parking for two cars.
afcdb409-1f4f-4462-bca1-adea4ff099c5,S-007,Diego Alves,B-B345250D,apartment,Tatuapé,São Paulo,São Paulo,-23.535377,-46.573429,82.3,4,1,3,1988,True,1360.4,791256.51,2026-03-02,Requested details on condo fees.
4f7a6a19-79bc-4b0f-8537-bded06c99fd2,S-015,Thiago Barbosa,B-F22CC962,apartment,Casa Verde,São Paulo,sp,-23.507831,-46.659635,182.3,4,2,0,1987,True,659.7,0,2024-08-08,Prefers newly renovated units only.
39a6c395-65c2-495e-923e-951e40eed9e6,S-007,Diego Alves,,commercial,Vila Guilherme,São Paulo,Sp,-23.507989,-46.597581,392.9,0,1,3,2022,True,1671.79,3832411.93,,
f1123e9b-47c5-4ce0-9c6d-04dbe8da93ee,S-001,Carlos Mendes,,studio,Cidade Dutra,São Paulo,Sp,-23.705949,-46.656385,48.9,0,1,1,2009,True,1306.7,281301.02,,
3b7a37ea-1098-4f83-a919-7419439af658,S-015,Thiago Barbosa,B-73F9BCCA,apartment,Jabaquara,São Paulo,S.Paulo,-23.651798,-46.634336,167.8,3,3,3,1984,False,1379.52,1892583.34,2025-06-17,"Interested in the view, wants to negotiate price."
028f9cb7-60c6-4cf4-ae0c-dd790ea7da00,S-010,Camila Rodrigues,B-CA054136,apartment,Cursino,São Paulo,S.Paulo,-23.609643,-46.620219,-10,4,4,3,1980,False,1035.02,1190882.27,2025-10-25,Prefers ground floor due to mobility issues.
76952325-1f44-409a-a4f4-039dbcb573de,S-011,Bruno Oliveira,B-1484824D,studio,Consolação,São Paulo,Sao Paulo,-23.55362,-46.659431,23.6,0,1,2,1977,False,1487.46,380300.21,2025-11-19,Wants to schedule a second visit with spouse.
4b1af481-1e9d-4e56-be88-38f53b76180e,S-001,Carlos Mendes,B-19D13C60,penthouse,Mandaqui,São Paulo,S.Paulo,-23.49318,-46.634332,231.6,3,4,1,1988,True,1887.22,2113419.53,2024-08-05,Wants to schedule a second visit with spouse.
87e65511-3961-45ba-89b5-742b67ee6314,S-018,Renata Freitas,,penthouse,Vila Prudente,São Paulo,São Paulo,-23.584747,-46.570552,300.2,5,2,3,2024,True,358.28,1557234.36,,
a4a0f0ea-81ac-4fc6-8f6c-c40eb442a562,S-009,Rafael Cardoso,B-68417240,commercial,Cidade Ademar,São Paulo,Sao Paulo,-23.669609,-46.65734,237.5,0,1,3,1981,False,495.17,1053752.08,2024-08-06,Needs parking for two cars.
ec168875-89be-438c-bcc2-a6a2425a9aec,S-001,Carlos Mendes,,apartment,Santana,São Paulo,SP,-23.505391,-46.623989,0,3,1,3,2008,False,813.77,1681604.48,,
07757a3c-6295-4f61-be7c-38a84341f481,S-008,Patrícia Nunes,B-FA77F6DE,commercial,Casa Verde,São Paulo,S.Paulo,-23.512311,-46.658403,187.6,0,1,0,2017,True,1657.5,1896673.58,2023-01-16,Needs parking for two cars.
0c19b171-3c31-449a-9536-4c445eb12415,S-008,Patrícia Nunes,B-87453268,penthouse,Aclimação,São Paulo,SP,-23.565986,-46.624061,199.6,4,2,0,1986,False,1104.36,2336101.98,2026-09-25,Needs parking for two cars.
ce1c6535-b645-41ba-9557-55e6b73a7696,S-002,Ana Paula Lima,B-839BC5C4,apartment,Cursino,São Paulo,Sp,-23.617277,-46.612762,183.6,2,3,1,2017,True,1889.51,1947796.82,2025-01-19,"Very interested, likely to make an offer."
dcdec43d-f1f2-4261-84cc-001767b6fc1b,S-002,Ana Paula Lima,B-AE4D11A1,penthouse,Pirituba,São Paulo,S.Paulo,-23.493365,-46.712396,271.9,4,3,1,1984,True,1560.82,1151508.49,2023-08-07,Prefers newly renovated units only.
1a7b01f7-b55a-434b-99e9-1983a94f001a,S-002,Ana Paula Lima,,penthouse,Brás,São Paulo,Sp,-23.54968,-46.624926,153.1,3,4,1,1976,True,806.26,1276497.88,,
66595c67-c45d-4d02-8b58-9986f6f6c48a,S-015,Thiago Barbosa,B-2DF66EFC,apartment,Jardins,São Paulo,SP,-23.574522,-46.651711,193.3,2,2,3,1993,True,345.77,3638129.42,2026-12-13,Concerned about noise from nearby avenue.
0718fe0e-2779-4699-98ff-3c086c9aceb0,S-016,Aline Gomes,B-A604B9DE,penthouse,Lapa,São Paulo,Sp,-23.515356,-46.708858,339.6,5,2,1,1991,False,2161.74,3864712.41,2025-08-05,Asked about pet policy in the building.
5f40e0a5-b4d8-4f2b-b8aa-b1fb47a553a8,S-001,Carlos Mendes,B-3FB0842B,house,Butantã,São Paulo,Sp,-23.573734,-46.73274,121.8,-2,4,2,1990,False,0.0,1225240.52,2026-09-17,Asked about pet policy in the building.
4fd298ad-231c-47cd-b2fd-a68e63f4ba49,S-017,Felipe Nascimento,B-209B501E,studio,Brás,São Paulo,sp,-23.54441,-46.621494,34.5,0,1,1,2013,True,1757.37,386926.59,2025-03-13,Looking for a property near public transport.
000cdf21-788b-4e03-a608-d17cdb645d82,S-004,Fernanda Costa,,studio,Ipiranga,São Paulo,Sp,-23.594031,-46.600686,45.4,0,1,2,1984,False,523.53,446064.8,,
650be531-594c-4370-97ef-560b6fad2039,S-014,Vanessa Teixeira,B-F46DD2EF,commercial,Paraíso,São Paulo,São Paulo,-23.57419,-46.64053,210.8,0,1,1,1994,True,1906.61,3353400.68,2023-09-16,Prefers ground floor due to mobility issues.
db6a1fa1-e6a3-44e4-9125-9540d17fcd46,S-013,Gustavo Pereira,B-3B88F92B,commercial,Campo Belo,São Paulo,S.Paulo,-23.627509,-46.67045,64.5,0,1,0,1999,True,2240.89,1089885.07,2026-06-06,Prefers ground floor due to mobility issues.
ca48dbc7-228e-4633-9470-3f168431639a,S-004,Fernanda Costa,B-42D408B1,commercial,Bom Retiro,São Paulo,Sp,-23.525815,-46.644265,351.8,0,1,1,1982,True,1284.65,3711872.44,2023-04-16,Requested details on condo fees.
4cb825b2-3c6f-4f44-8730-4018ccdf120e,S-003,Roberto Souza,,penthouse,Aclimação,São Paulo,São Paulo,-23.575027,-46.638514,173.0,3,2,3,1993,False,899.07,1397326.49,,
8e0d14ce-8b62-4ab0-8c4d-323b57b7821b,S-017,Felipe Nascimento,B-2113867D,house,Butantã,São Paulo,Sao Paulo,-23.573871,-46.734663,314.5,2,2,3,1981,True,0.0,2567479.04,2024-01-24,Asked about pet policy in the building.
9aceb5df-3a24-443b-8bf2-f3054a1118d2,S-010,Camila Rodrigues,B-ABA924C3,studio,Mandaqui,São Paulo,S.Paulo,-23.493262,-46.632097,45.9,0,1,1,2007,True,502.98,-1000,2025-11-26,Prefers newly renovated units only.
9b547d2b-5c6d-461e-9b5d-bb5c2af42aea,S-005,Marcelo Ferreira,B-E17C5C43,house,Brás,São Paulo,S.Paulo,-23.546878,-46.616104,294.6,3,1,3,2022,False,0.0,2578406.3,2025-03-02,Wants to schedule a second visit with spouse.
87a724ed-f804-4ce3-a373-9d9fc1cdbc69,S-020,Isabela Moreira,B-55DEFC91,commercial,Cambuci,São Paulo,SP,-23.576044,-46.621569,79.6,99,1,3,1993,False,1825.21,779790.08,2026-08-17,Looking for a property near public transport.
0c3c4da1-3fee-413d-9bb9-34d11b5c63f7,S-002,Ana Paula Lima,B-C607E41C,commercial,Mandaqui,São Paulo,SP,-23.495503,-46.639645,231.7,0,1,3,2000,False,1435.34,1514445.45,2023-09-18,Needs parking for two cars.
0c549702-5b47-4fbc-b313-ac3056c75755,S-009,Rafael Cardoso,B-200C4BEB,penthouse,Vila Madalena,São Paulo,São Paulo,-23.554235,-46.684571,207.5,3,3,1,2000,True,1847.96,3201556.58,2024-03-13,"Interested in the view, wants to negotiate price."
bb956ef7-0d9f-43fe-ba90-eae600e137eb,S-002,Ana Paula Lima,B-5B235525,commercial,Bom Retiro,São Paulo,Sao Paulo,-23.533362,-46.643747,94.2,0,1,3,2015,False,390.53,-1000,2026-07-25,Looking for a property near public transport.
5d78fc86-9785-49f7-b654-b756d25c87b7,S-007,Diego Alves,B-DD73788E,commercial,Cambuci,São Paulo,Sp,-23.570823,-46.624966,299.9,0,1,1,1983,True,1593.63,2261192.12,2024-03-11,Needs parking for two cars.
fc250bf8-527c-4959-8abf-1cc342bb0854,S-016,Aline Gomes,,house,Vila Madalena,São Paulo,São Paulo,-23.551654,-46.698602,132.5,5,2,2,2017,False,0.0,3184903.11,,
066ae3f5-630c-490c-a8dc-e96a22fff471,S-001,Carlos Mendes,,penthouse,Saúde,São Paulo,Sao Paulo,-23.602739,-46.629314,192.7,3,2,3,2021,False,941.16,1693668.33,,
0fb305db-0287-45c5-9f91-a408da2706b0,S-008,Patrícia Nunes,B-23CF6669,apartment,Lapa,São Paulo,Sao Paulo,-23.51882,-46.706848,168.1,1,1,2,2011,True,2279.73,1562480.62,2023-11-26,Prefers ground floor due to mobility issues.
26d6f253-33dd-4de9-a58d-c11668e5d978,S-020,Isabela Moreira,B-110581D4,studio,Perdizes,São Paulo,sp,-23.529246,-46.66865,26.6,0,1,3,2011,True,1315.95,483038.53,2026-04-23,Wants to schedule a second visit with spouse.
9e10b7f1-d115-4c96-a7c4-5f9f3d038b63,S-002,Ana Paula Lima,B-D91A7D1E,apartment,Vila Prudente,São Paulo,Sao Paulo,-23.592504,-46.562353,131.9,2,2,3,2016,True,2313.79,550620.67,2026-07-27,Prefers ground floor due to mobility issues.
02c245a1-2277-481a-88e4-bdf9c7e008f6,S-012,Larissa Santos,B-7CBBAB63,apartment,Cidade Dutra,São Paulo,Sp,-23.69362,-46.666002,76.1,1,2,3,1987,True,1313.02,285571.31,2025-11-08,"Interested in the view, wants to negotiate price."
a385786a-4b3e-427c-9af6-7335ba3bdf5e,S-018,Renata Freitas,B-A54CF6BC,commercial,Pirituba,São Paulo,Sp,-23.489928,-46.722941,215.8,0,1,0,1985,False,760.52,1058328.39,2023-02-07,"Interested in the view, wants to negotiate price."
d57ba05b-3a27-4c38-a635-d06931bb04e2,S-010,Camila Rodrigues,B-D8653420,studio,Mandaqui,São Paulo,sp,-23.489081,-46.634361,36.5,0,1,0,1984,True,1446.22,325308.39,2023-12-01,Prefers newly renovated units only.
ae91001e-63d8-4bec-aff2-2553737d2502,S-016,Aline Gomes,,house,Bela Vista,São Paulo,sp,-23.564729,-46.641844,237.8,4,1,3,2021,True,0.0,4711071.48,,
3f1338b2-c688-42a6-bd44-cd977dc8ba31,S-011,Bruno Oliveira,B-49060A33,commercial,Consolação,São Paulo,S.Paulo,-23.557247,-46.655251,98.6,0,1,0,1988,True,1014.92,1811940.3,2024-03-09,Looking for a property near public transport.
0b08e36b-9a2e-47eb-a20d-5dd89cc03434,S-019,Eduardo Cunha,,apartment,Jardins,São Paulo,Sp,-23.576279,-46.652283,111.8,4,4,0,2019,True,1395.56,2340496.55,,
