record_id,seller_id,seller_name,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee,price,sale_date,buyer_notes
df42273b-b21d-4e00-bd56-6eccbf9c4966,S-007,Diego Alves,B-FDE70D23,commercial,Santana,São Paulo,Sao Paulo,-23.500739,-46.618916,103.2,0,1,1,1995,False,832.73,982375.53,2024-08-18,Asked about pet policy in the building.
deca2836-5d96-4ea5-a09f-e202f334d5b1,S-005,Marcelo Ferreira,B-094B1EE4,house,Ipiranga,São Paulo,Sao Paulo,-23.598405,-46.600385,95.4,3,1,0,2009,False,0.0,1075329.12,2024-03-08,"Interested in the view, wants to negotiate price."
56c293a0-6b3c-43f5-8a85-dcd38f2805e4,S-016,Aline Gomes,B-3B35413E,penthouse,Itaim Bibi,São Paulo,S.Paulo,-23.593333,-46.671245,153.1,4,4,3,2007,True,1783.73,3442852.59,2024-03-16,"Interested in the view, wants to negotiate price."
6d22f4ad-171f-48d6-9eec-9f10ba5586bc,S-004,Fernanda Costa,B-8C020AF0,house,Jabaquara,São Paulo,sp,-23.645091,-46.637208,254.9,5,1,1,2011,True,0.0,2711772.53,2024-03-06,Needs parking for two cars.
b890cf24-b57e-43d9-a700-13964ee1459a,S-016,Aline Gomes,B-9F285071,house,Cidade Dutra,São Paulo,SP,-23.698302,-46.66218,256.1,2,1,3,1989,False,0.0,1137479.06,2026-05-25,Looking for a property near public transport.
7673a239-65d6-45cb-98ce-bca87a565b16,S-018,Renata Freitas,B-D65FE2DA,penthouse,Alto de Pinheiros,São Paulo,Sao Paulo,-23.540074,-46.713223,304.8,4,2,3,1976,True,1614.72,5305225.74,2024-12-02,Prefers ground floor due to mobility issues.
6f762de1-77e3-4b78-8135-be7f7b561be4,S-006,Juliana Martins,B-3AAB8F96,penthouse,Cidade Ademar,São Paulo,Sp,-23.671717,-46.662707,276.1,3,3,0,1997,True,716.84,1595482.29,2023-03-26,Looking for a property near public transport.
ccbf5347-25bc-4267-b755-a2e5471294e5,S-006,Juliana Martins,B-1CFB9CBB,penthouse,Saúde,São Paulo,S.Paulo,-23.599208,-46.626272,202.8,5,4,2,1987,True,1829.9,2220797.05,2023-02-17,Wants to schedule a second visit with spouse.
ae4cdb66-b64e-4651-941b-aa30b9c14d0b,S-013,Gustavo Pereira,B-544E00DE,studio,Vila Leopoldina,São Paulo,SP,-23.532579,-46.731388,,0,1,1,1980,False,1343.03,272757.88,2023-03-19,Prefers ground floor due to mobility issues.
c1857327-482e-4876-80b6-5831d317784b,S-010,Camila Rodrigues,,commercial,Paraíso,São Paulo,sp,-23.578249,-46.654826,345.8,0,1,0,2021,True,724.71,6261593.52,,
9c2a9e8b-2a24-4d31-80e8-1fb72cbc9779,S-009,Rafael Cardoso,B-84A27A19,penthouse,Consolação,São Paulo,Sp,-23.557828,-46.652497,309.2,4,2,3,2022,False,1198.93,4518387.63,2026-11-06,Concerned about noise from nearby avenue.
f6e0e300-8fc8-4f54-a4d1-a999bfa188d3,S-004,Fernanda Costa,B-C030D77A,studio,Bom Retiro,São Paulo,Sao Paulo,-23.518995,-46.640704,43.0,0,1,2,2016,False,533.4,503427.32,2023-09-19,Prefers newly renovated units only.
eef3c244-7fc9-48f2-ad55-68b03d4685a5,S-019,Eduardo Cunha,,apartment,Vila Andrade,São Paulo,Sao Paulo,-23.648943,-46.72206,181.6,4,2,0,1978,False,2458.98,833050.93,,
4ffa6508-2b72-496f-92ea-9ce2320840fd,S-015,Thiago Barbosa,B-01E88B17,apartment,Vila Leopoldina,São Paulo,Sao Paulo,-23.521058,-46.744691,87.6,3,2,3,2003,False,964.64,931572.03,2025-11-16,Needs parking for two cars.
