record_id,seller_id,seller_name,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee,price,sale_date,buyer_notes
d42ab57f-9b86-4858-ab8e-b9a868f6afe0,S-003,Roberto Souza,B-D8640B0F,studio,Saúde,São Paulo,Sp,-23.59816,-46.638766,269.7,0,1,3,1991,True,454.9,327175.7,2024-04-26,Wants to schedule a second visit with spouse.
b3102cf5-4329-4d08-9d4d-9505b66faa50,S-007,Diego Alves,,house,Mandaqui,São Paulo,S.Paulo,-23.489278,-46.633914,125.8,3,2,1,1985,True,0.0,4563292.1,,
7bace2bc-8635-4c1b-a7e7-075d32d73a0a,S-008,Patrícia Nunes,,studio,Bom Retiro,São Paulo,sp,-23.533979,-46.637924,187.8,0,1,0,2007,False,2094.53,411502.95,,
ab65b812-6da8-4da5-8fe9-aa020a969874,S-002,Ana Paula Lima,B-BD475805,commercial,Higienópolis,São Paulo,SP,-23.545274,-46.653752,271.2,0,1,2,1983,True,1549.09,2044906.16,2026-01-20,Wants to schedule a second visit with spouse.
66496db4-be4d-479a-bb3b-117477892203,S-016,Aline Gomes,,house,Pirituba,São Paulo,Sao Paulo,-23.485891,-46.715269,105.6,5,5,3,2000,True,0.0,2613707.41,,
95a6c931-cbbf-4d0f-8412-a2e791a730e9,S-005,Marcelo Ferreira,B-1E0C7E13,house,Jardins,São Paulo,sp,-23.577179,-46.649484,100.5,3,1,0,1977,False,0.0,3004117.22,2026-07-15,Concerned about noise from nearby avenue.
df269a91-7988-4b76-805c-520f3fd20c9d,S-014,Vanessa Teixeira,,apartment,Mooca,São Paulo,S.Paulo,-23.544301,-46.599439,238.5,3,1,0,1981,False,2226.74,1943974.24,,
c3214136-e36e-455f-b274-c5f82c6a540f,S-007,Diego Alves,B-47D40513,penthouse,Pirituba,São Paulo,São Paulo,-23.490728,-46.726177,146.0,5,4,3,1990,True,655.49,2949230.27,2025-05-24,Prefers ground floor due to mobility issues.
b3ea4045-8c33-4746-bbaf-dc61b0d260b5,S-019,Eduardo Cunha,B-EEDF580A,commercial,Butantã,São Paulo,São Paulo,-23.575459,-46.729266,0,0,1,1,2001,True,1729.84,1104879.84,2024-11-07,Concerned about noise from nearby avenue.
65f0f4ee-936c-4280-9038-1b01790dfb1b,S-013,Gustavo Pereira,B-7ED99C64,house,Casa Verde,São Paulo,SP,-23.510644,-46.66105,193.1,3,3,2,2014,True,0.0,1879806.98,2024-04-11,Asked about pet policy in the building.
86074fff-3eda-4ef5-9610-3dabc85e2ea5,S-013,Gustavo Pereira,B-4D9D2764,commercial,Mooca,São Paulo,São Paulo,-23.547187,-46.609743,201.5,0,1,2,2007,False,1485.59,1407193.65,2023-01-06,Looking for a property near public transport.
34dd5428-352c-42c3-88c0-158097ed4c81,S-007,Diego Alves,B-85D201DA,penthouse,Consolação,São Paulo,S.Paulo,-23.554324,-46.657674,265.6,3,4,2,1981,True,2332.66,5318720.09,2023-07-06,Asked about pet policy in the building.
e3419fa6-9335-4010-9b98-394c5eb2aa3b,S-019,Eduardo Cunha,B-D0693BC3,commercial,Cidade Dutra,São Paulo,São Paulo,-23.699869,-46.657235,78.4,0,1,2,1992,False,1513.38,2162468.46,2026-08-12,Concerned about noise from nearby avenue.
5d0e9193-f507-4b18-8b1d-b27230c59b85,S-012,Larissa Santos,B-D6B9BE63,apartment,Bom Retiro,São Paulo,São Paulo,-23.524973,-46.635327,186.8,2,3,0,1981,True,768.23,1635601.32,2025-12-26,Wants to schedule a second visit with spouse.
57bffc58-32b1-465a-b719-26af77d3fb68,S-011,Bruno Oliveira,,studio,Jabaquara,São Paulo,S.Paulo,-23.638619,-46.646729,182.2,0,1,2,1997,True,582.64,312560.92,,
43784cfb-c031-4f13-ad28-2bacd61e8016,S-005,Marcelo Ferreira,,penthouse,Santo André,São Paulo,Sp,-23.668681,-46.538061,132.6,3,4,0,1997,False,2493.83,4798084.42,,
aeb0b160-e662-4ec3-b224-daa7d77db0c6,S-010,Camila Rodrigues,,house,Moema,São Paulo,S.Paulo,-23.591119,-46.666611,39.1,4,1,3,2007,False,0.0,2084776.32,,
