record_id,seller_id,seller_name,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee,price,sale_date,buyer_notes
98c79d8f-a99d-45e0-84d6-816e1fb24bfe,S-013,Gustavo Pereira,B-7C4DB831,apartment,Tatuapé,São Paulo,sp,-23.537563,-46.571516,151.3,3,1,2,2010,True,1180.17,2467015.45,2025-01-10,Prefers ground floor due to mobility issues.
39185ef6-5605-4c30-879a-ebbb82862b54,S-004,Fernanda Costa,B-D0A51EEB,apartment,Mooca,São Paulo,S.Paulo,-23.551939,-46.595764,255.0,3,1,2,1995,True,427.38,1195660.21,2026-11-15,Needs parking for two cars.
20eceea3-10c1-43c7-b9fb-c1a697b5c7b8,S-002,Ana Paula Lima,B-7828DAD9,commercial,Jabaquara,São Paulo,São Paulo,-23.639183,-46.643135,161.5,0,1,1,1994,False,1557.55,814152.15,2023-07-03,Wants to schedule a second visit with spouse.
d546e672-a7fd-4892-9b7b-cae82102e551,S-010,Camila Rodrigues,B-1A23AC02,penthouse,Consolação,São Paulo,Sp,-23.548664,-46.651393,157.4,3,2,2,1986,False,1578.71,6601961.8,2023-10-20,Asked about pet policy in the building.
cc6c4626-052e-49d1-9062-0461c7a76941,S-004,Fernanda Costa,B-72B9B995,house,Cidade Dutra,São Paulo,Sp,-23.698095,-46.6613,89.5,5,2,2,1977,True,0.0,4965322.75,2024-02-09,Needs parking for two cars.
cc42f331-933d-45bd-b413-8dcda6309e43,S-008,Patrícia Nunes,B-C6A8BE22,penthouse,Cambuci,São Paulo,S.Paulo,-23.574537,-46.616551,210.9,4,4,2,1995,True,1106.19,1519089.39,2023-11-07,Requested details on condo fees.
8b50cbf2-7b06-4b22-8e5b-5a542554b333,S-012,Larissa Santos,B-12164135,commercial,Itaim Bibi,São Paulo,São Paulo,-23.584219,-46.676368,77.8,0,1,0,2002,True,1622.99,2093926.28,2026-10-19,Needs parking for two cars.
cb8bb9a0-099b-4d2b-92f2-d4af11e25b2d,S-002,Ana Paula Lima,B-8D059544,penthouse,Tatuapé,São Paulo,São Paulo,-23.534212,-46.570073,70.6,5,2,1,1994,True,2344.67,1613515.0,2024-05-27,Prefers newly renovated units only.
b325ca84-699f-4c84-a2ef-21b885811e0d,S-014,Vanessa Teixeira,B-F0262F7C,commercial,Vila Leopoldina,São Paulo,Sp,-23.523403,-46.743789,87.5,0,1,2,1999,False,630.29,1405231.16,2026-04-01,"Interested in the view, wants to negotiate price."
c251c0d7-6717-43ca-a372-2577f4a0e65a,S-006,Juliana Martins,B-B4CF2E21,house,Pinheiros,São Paulo,Sp,-23.557596,-46.693061,178.1,5,3,3,2020,False,0.0,4885922.52,2024-03-14,Requested details on condo fees.
3a9693a1-9425-4096-a257-19f064171e81,S-013,Gustavo Pereira,B-18126C08,commercial,Vila Prudente,São Paulo,sp,-23.589428,-46.562234,164.3,0,1,2,1995,False,527.94,1649979.62,2024-02-14,Asked about pet policy in the building.
b761e767-2aed-4c23-a42d-f5e4f0a8b1bd,S-020,Isabela Moreira,,house,Lapa,São Paulo,Sao Paulo,-23.518978,-46.708346,85.8,3,1,0,1997,False,0.0,3940246.9,,
c1dd3e7c-2d6b-4cd5-81e8-d613c56ed664,S-008,Patrícia Nunes,B-861F2DAD,apartment,Água Funda,São Paulo,São Paulo,-23.62076,-46.616852,107.7,4,5,3,1990,False,2465.59,623222.83,2023-09-06,Needs parking for two cars.
